or,opt_time,pes_time,opt_minutes,pes_minutes,neighborhood,title,rent,bedrooms,pid,date,link,sqft,sourcepage,longitude,latitude,rent_sqft,region,index
37.75387+-122.443078,1395.0,2968.0,23.25,49.46666666666667,twin peaks / diamond hts,Top Floor Corner Unit W/City View On Twin Peaks!,2799.0,1.0,4551491233.0,2014-07-03,http://sfbay.craigslist.org/sfc/apa/4551491233.html,NA,http://sfbay.craigslist.org/apa/index1700.html,-122.443078,37.75387,NA,sfbay,3013
37.788624+-122.474653,1311.0,2706.0,21.85,45.1,laurel hts / presidio,Charming Garden View Apartment at the Presidio Landmark! Move in 6/28!,2932.0,1.0,4519211196.0,2014-06-13,http://sfbay.craigslist.org/sfc/apa/4519211196.html,575.0,http://sfbay.craigslist.org/apa/index1400.html,-122.474653,37.788624,5.099130434782609,sfbay,3014
37.7195+-122.4411,1447.0,2980.0,24.116666666666667,49.666666666666664,inner sunset / UCSF,2 Bedroom/2 Full Bathroom Apartment - Newly Remodeled!,2600.0,2.0,4531166001.0,2014-07-08,http://sfbay.craigslist.org/sfc/apa/4531166001.html,1241.0,http://sfbay.craigslist.org/apa/index2200.html,-122.4411,37.7195,2.09508460918614,sfbay,3015
37.7195+-122.4411,1447.0,2980.0,24.116666666666667,49.666666666666664,excelsior / outer mission,NICE  two bedrooms  IN LAW,1650.0,2.0,4527726864.0,2014-06-22,http://sfbay.craigslist.org/sfc/apa/4527726864.html,500.0,http://sfbay.craigslist.org/apa/index200.html,-122.4411,37.7195,3.3,sfbay,3651
37.847223+-122.259808,1230.0,2722.0,20.5,45.36666666666667,oakland rockridge / claremont,1-bdrm apt in Spanish-Mission 4-plex,1800.0,1.0,4558039499.0,2014-07-07,http://sfbay.craigslist.org/eby/apa/4558039499.html,750.0,http://sfbay.craigslist.org/apa/index200.html,-122.259808,37.847223,2.4,sfbay,3016
37.3163+-121.9356,3679.0,5546.0,61.31666666666667,92.43333333333334,san jose west,One Bedroom Apartment Home,1959.0,1.0,4478378192.0,2014-05-19,http://sfbay.craigslist.org/sby/apa/4478378192.html,725.0,http://sfbay.craigslist.org/apa/index1400.html,-121.9356,37.3163,2.7020689655172414,sfbay,3017
37.3163+-121.9356,3679.0,5546.0,61.31666666666667,92.43333333333334,san jose west,Modern 1x1 Here At the BEAUTIFUL Misora!,2700.0,1.0,4486078807.0,2014-05-24,http://sfbay.craigslist.org/sby/apa/4486078807.html,797.0,http://sfbay.craigslist.org/apa/index1900.html,-121.9356,37.3163,3.3877038895859473,sfbay,3073
37.3163+-121.9356,3679.0,5546.0,61.31666666666667,92.43333333333334,san jose west,Spacious Studio On Santana Row In MISORA! Luxury Living - 1 M. FREE!!,2125.0,1.0,4469217718.0,2014-05-13,http://sfbay.craigslist.org/sby/apa/4469217718.html,569.0,http://sfbay.craigslist.org/apa/index200.html,-121.9356,37.3163,3.734622144112478,sfbay,3165
37.3163+-121.9356,3679.0,5546.0,61.31666666666667,92.43333333333334,san jose west,One Bedroom Apartment Home,1879.0,1.0,4497919058.0,2014-05-31,http://sfbay.craigslist.org/sby/apa/4497919058.html,640.0,http://sfbay.craigslist.org/apa/index900.html,-121.9356,37.3163,2.9359375,sfbay,3272
37.3163+-121.9356,3679.0,5546.0,61.31666666666667,92.43333333333334,san jose west,One Bedroom Ground Floor Apartment Home,2014.0,1.0,4532382247.0,2014-06-21,http://sfbay.craigslist.org/sby/apa/4532382247.html,725.0,http://sfbay.craigslist.org/apa/index600.html,-121.9356,37.3163,2.7779310344827586,sfbay,3543
37.3163+-121.9356,3679.0,5546.0,61.31666666666667,92.43333333333334,san jose west,Two Bedroom Two Bathroom Second Floor Apartment Home,2320.0,2.0,4516255838.0,2014-06-11,http://sfbay.craigslist.org/sby/apa/4516255838.html,1e3,http://sfbay.craigslist.org/apa/index400.html,-121.9356,37.3163,2.32,sfbay,3927
37.491212+-122.230883,2658.0,5157.0,44.3,85.95,redwood city,$1000 offf! won't last long!!! Brand new 1x1,2850.0,NA,4551597257.0,2014-07-03,http://sfbay.craigslist.org/pen/apa/4551597257.html,NA,http://sfbay.craigslist.org/apa/index1600.html,-122.230883,37.491212,NA,sfbay,3018
37.491212+-122.230883,2658.0,5157.0,44.3,85.95,redwood city,"Walk here, walk there, WALK EVERYWHERE! Brand NEW 3 BEDROOM!!!",4073.0,3.0,4509221330.0,2014-06-07,http://sfbay.craigslist.org/pen/apa/4509221330.html,1311.0,http://sfbay.craigslist.org/apa/index1300.html,-122.230883,37.491212,3.106788710907704,sfbay,3276
37.491212+-122.230883,2658.0,5157.0,44.3,85.95,redwood city,Brand NEW 1 Bedroom coming soon!!! $500 off!! Call for details!!,2795.0,1.0,4521656583.0,2014-06-15,http://sfbay.craigslist.org/pen/apa/4521656583.html,NA,http://sfbay.craigslist.org/apa/index1600.html,-122.230883,37.491212,NA,sfbay,3428
37.491212+-122.230883,2658.0,5157.0,44.3,85.95,redwood city,Brand new modern apartments downtown!,3350.0,1.0,4527477286.0,2014-06-18,http://sfbay.craigslist.org/pen/apa/4527477286.html,937.0,http://sfbay.craigslist.org/apa/index500.html,-122.230883,37.491212,3.575240128068303,sfbay,3432
37.793223+-122.41447,540.0,1254.0,9.0,20.9,nob hill,Nob Hill One Bedroom in Elegant Building  ~ J.Wavro,2800.0,1.0,4514526720.0,2014-06-10,http://sfbay.craigslist.org/sfc/apa/4514526720.html,NA,http://sfbay.craigslist.org/apa/index500.html,-122.41447,37.793223,NA,sfbay,3019
37.7723+-122.490089,1326.0,2882.0,22.1,48.03333333333333,richmond / seacliff,Quiet Apt across from Golden Gate Park,2300.0,1.0,4470025425.0,2014-05-14,http://sfbay.craigslist.org/sfc/apa/4470025425.html,700.0,http://sfbay.craigslist.org/apa/index2500.html,-122.49008899999998,37.7723,3.2857142857142856,sfbay,3020
37.895069+-122.499192,1834.0,3729.0,30.566666666666666,62.15,tiburon / belvedere,Beautiful & Spacious Top Floor Apartment w/ Bay Views,4250.0,2.0,4565713056.0,2014-07-12,http://sfbay.craigslist.org/nby/apa/4565713056.html,1300.0,http://sfbay.craigslist.org/apa/index1400.html,-122.499192,37.895069,3.269230769230769,sfbay,3021
37.895069+-122.499192,1834.0,3729.0,30.566666666666666,62.15,tiburon / belvedere,Beautifully Renovated Top Floor Apartment Home in The Heart of Marin,6500.0,3.0,4531750818.0,2014-06-21,http://sfbay.craigslist.org/nby/apa/4531750818.html,1500.0,http://sfbay.craigslist.org/apa/index2000.html,-122.499192,37.895069,4.333333333333333,sfbay,3120
37.9823+-122.0362,2253.0,4312.0,37.55,71.86666666666666,concord / pleasant hill / martinez,Largest two bedroom apt in the area!,1325.0,2.0,4457988489.0,2014-05-13,http://sfbay.craigslist.org/eby/apa/4457988489.html,930.0,http://sfbay.craigslist.org/apa/index600.html,-122.0362,37.9823,1.424731182795699,sfbay,3022
37.9823+-122.0362,2253.0,4312.0,37.55,71.86666666666666,concord / pleasant hill / martinez,Largest two bedroom apt in the area!,1325.0,2.0,4509441894.0,2014-06-07,http://sfbay.craigslist.org/eby/apa/4509441894.html,930.0,http://sfbay.craigslist.org/apa/index900.html,-122.0362,37.9823,1.424731182795699,sfbay,3304
37.9823+-122.0362,2253.0,4312.0,37.55,71.86666666666666,concord / pleasant hill / martinez,Largest two bedroom apt in the area!,1325.0,2.0,4469059899.0,2014-05-13,http://sfbay.craigslist.org/eby/apa/4469059899.html,930.0,http://sfbay.craigslist.org/apa/index600.html,-122.0362,37.9823,1.424731182795699,sfbay,3712
37.298739+-122.035171,3517.0,5298.0,58.61666666666667,88.3,"1319 Poppy Way, Cupertino, CA",Updated 3 Bedroom 2 Bath Single Family Home in Cupertino,3895.0,3.0,4557659324.0,2014-07-10,http://sfbay.craigslist.org/sby/apa/4557659324.html,1443.0,http://sfbay.craigslist.org/apa/index1700.html,-122.035171,37.29873900000001,2.6992376992376994,sfbay,3023
37.803917+-122.44194,988.0,2320.0,16.466666666666665,38.666666666666664,marina / cow hollow,Charming Furnished Studio! Great Marina Location! ~ J.Wavro,2800.0,NA,4535460954.0,2014-06-23,http://sfbay.craigslist.org/sfc/apa/4535460954.html,NA,http://sfbay.craigslist.org/apa/index1100.html,-122.44194,37.803917,NA,sfbay,3024
37.67653+-121.87523,2776.0,5223.0,46.266666666666666,87.05,dublin / pleasanton / livermore,This Apartment in Woodland Villas Has a Large Kitchen and a Balcony,2218.0,2.0,4476341958.0,2014-05-18,http://sfbay.craigslist.org/eby/apa/4476341958.html,1075.0,http://sfbay.craigslist.org/apa/index1500.html,-121.87523,37.67653,2.0632558139534884,sfbay,3025
37.67653+-121.87523,2776.0,5223.0,46.266666666666666,87.05,dublin / pleasanton / livermore,Beautiful hardwood floors throughout!,1859.0,1.0,4531788926.0,2014-06-21,http://sfbay.craigslist.org/eby/apa/4531788926.html,NA,http://sfbay.craigslist.org/apa/index1900.html,-121.87523,37.67653,NA,sfbay,3210
37.7166+-121.9226,2648.0,4794.0,44.13333333333333,79.9,dublin / pleasanton / livermore,"Tour today, move in tomorrow!",2614.0,1.0,4522045232.0,2014-06-15,http://sfbay.craigslist.org/eby/apa/4522045232.html,955.0,http://sfbay.craigslist.org/apa/index800.html,-121.9226,37.7166,2.73717277486911,sfbay,3026
37.7166+-121.9226,2648.0,4794.0,44.13333333333333,79.9,dublin / pleasanton / livermore,Elegant and Stylish Condo with VIEW !@Dublin Ranch Terraces!,2757.0,2.0,4505771088.0,2014-06-08,http://sfbay.craigslist.org/eby/apa/4505771088.html,1298.0,http://sfbay.craigslist.org/apa/index1100.html,-121.9226,37.7166,2.1240369799691834,sfbay,3363
37.7166+-121.9226,2648.0,4794.0,44.13333333333333,79.9,dublin / pleasanton / livermore,Pets OK in This 1BR/1BA Home w/ Walk-In Closet & Climate Control,1997.0,1.0,4521000913.0,2014-06-14,http://sfbay.craigslist.org/eby/apa/4521000913.html,686.0,http://sfbay.craigslist.org/apa/index500.html,-121.9226,37.7166,2.9110787172011663,sfbay,3418
37.7166+-121.9226,2648.0,4794.0,44.13333333333333,79.9,dublin / pleasanton / livermore,Guess What?? $99 holding deposit and waived app fee =D,2280.0,1.0,4544063793.0,2014-06-28,http://sfbay.craigslist.org/eby/apa/4544063793.html,786.0,http://sfbay.craigslist.org/apa/index600.html,-121.9226,37.7166,2.900763358778626,sfbay,3612
37.7166+-121.9226,2648.0,4794.0,44.13333333333333,79.9,dublin / pleasanton / livermore,"6119 Moore Pl, Dublin- 3bd, 2.5ba- Townhouse",2900.0,3.0,4530706749.0,2014-06-20,http://sfbay.craigslist.org/eby/apa/4530706749.html,1396.0,http://sfbay.craigslist.org/apa/index1300.html,-121.9226,37.7166,2.0773638968481376,sfbay,3751
37.7166+-121.9226,2648.0,4794.0,44.13333333333333,79.9,dublin / pleasanton / livermore,Resort Style Living in Stylish & Elegant top floor condo with VIEWS!!!,2757.0,2.0,4534930939.0,2014-06-23,http://sfbay.craigslist.org/eby/apa/4534930939.html,1298.0,http://sfbay.craigslist.org/apa/index2300.html,-121.9226,37.7166,2.1240369799691834,sfbay,3964
37.6787+-122.478,1688.0,3331.0,28.133333333333333,55.516666666666666,daly city,remodled 2 bedroom,1990.0,2.0,4476591361.0,2014-06-17,http://sfbay.craigslist.org/pen/apa/4476591361.html,NA,http://sfbay.craigslist.org/apa/index3300.html,-122.478,37.6787,NA,sfbay,3027
37.225871+-121.986106,4494.0,5956.0,74.9,99.26666666666667,los gatos,"$3195 - 2 bdrm, top floor apt, 3 blks from downtown Los Gatos",3195.0,2.0,4525804845.0,2014-06-17,http://sfbay.craigslist.org/sby/apa/4525804845.html,NA,http://sfbay.craigslist.org/apa/index400.html,-121.986106,37.22587100000001,NA,sfbay,3028
37.878225+-122.26348,1845.0,4288.0,30.75,71.46666666666667,berkeley,sunny spacious apartment just a few blocks north of campus,1950.0,1.0,4489511760.0,2014-05-31,http://sfbay.craigslist.org/eby/apa/4489511760.html,NA,http://sfbay.craigslist.org/apa/index900.html,-122.26348,37.878225,NA,sfbay,3029
37.652823+-122.469127,1756.0,3395.0,29.266666666666666,56.583333333333336,daly city,3BR/2BA/1CarGarTop Unit in Serramonte Area,2750.0,3.0,4530653633.0,2014-06-20,http://sfbay.craigslist.org/pen/apa/4530653633.html,1500.0,http://sfbay.craigslist.org/apa/index1500.html,-122.469127,37.652823,1.8333333333333333,sfbay,3030
37.70353+-122.462405,1490.0,3129.0,24.833333333333332,52.15,daly city,"Garage Parking, Pet Friendly, Washer and Dryer. 2 bdrm 2.5 bath!",3065.0,2.0,4529157851.0,2014-06-19,http://sfbay.craigslist.org/pen/apa/4529157851.html,1052.0,http://sfbay.craigslist.org/apa/index600.html,-122.462405,37.70353,2.9134980988593155,sfbay,3031
37.70353+-122.462405,1490.0,3129.0,24.833333333333332,52.15,daly city,Townhouse w/ washer and dryer,2910.0,2.0,4495001217.0,2014-05-29,http://sfbay.craigslist.org/pen/apa/4495001217.html,1052.0,http://sfbay.craigslist.org/apa/index400.html,-122.462405,37.70353,2.7661596958174903,sfbay,3740
37.70353+-122.462405,1490.0,3129.0,24.833333333333332,52.15,daly city,Posh with a Den! Washer and Dryer in home! Reserve today!,3025.0,2.0,4473259655.0,2014-05-16,http://sfbay.craigslist.org/pen/apa/4473259655.html,1240.0,http://sfbay.craigslist.org/apa/index2600.html,-122.462405,37.70353,2.439516129032258,sfbay,3887
37.716229+-122.147276,1879.0,3757.0,31.316666666666666,62.61666666666667,san leandro,"***GORGEOUS 1,723 SF Townhome in GREAT location***",2395.0,2.0,4482326525.0,2014-05-21,http://sfbay.craigslist.org/eby/apa/4482326525.html,1723.0,http://sfbay.craigslist.org/apa/index200.html,-122.147276,37.716229,1.3900174114915844,sfbay,3032
37.774514+-122.391429,735.0,1942.0,12.25,32.36666666666667,SOMA / south beach,"Panache Top Floor, Penthouse Floor! Luxury Living at its Best!",5500.0,2.0,4512035761.0,2014-06-09,http://sfbay.craigslist.org/sfc/apa/4512035761.html,901.0,http://sfbay.craigslist.org/apa/index2700.html,-122.391429,37.774514,6.1043285238623755,sfbay,3033
37.774514+-122.391429,735.0,1942.0,12.25,32.36666666666667,SOMA / south beach,Luxury Living In SOMA!  Amazing Views! Amazing Space!,7e3,2.0,4516170605.0,2014-06-11,http://sfbay.craigslist.org/sfc/apa/4516170605.html,1310.0,http://sfbay.craigslist.org/apa/index700.html,-122.391429,37.774514,5.343511450381679,sfbay,3807
37.7641+-122.1633,1694.0,3327.0,28.233333333333334,55.45,oakland east,Linda casa,1550.0,2.0,4546632841.0,2014-07-09,http://sfbay.craigslist.org/eby/apa/4546632841.html,NA,http://sfbay.craigslist.org/apa/index2400.html,-122.1633,37.7641,NA,sfbay,3034
37.7641+-122.1633,1694.0,3327.0,28.233333333333334,55.45,oakland downtown,Renovated 3/2 home with Coliseum view from bedroom!!,2400.0,3.0,4491065366.0,2014-05-29,http://sfbay.craigslist.org/eby/apa/4491065366.html,NA,http://sfbay.craigslist.org/apa/index1000.html,-122.1633,37.7641,NA,sfbay,3729
37.7641+-122.1633,1694.0,3327.0,28.233333333333334,55.45,Eastmont Hills,beautiful 3/2 Single Family Home for rent 7/1,2400.0,3.0,4491007649.0,2014-05-29,http://sfbay.craigslist.org/eby/apa/4491007649.html,NA,http://sfbay.craigslist.org/apa/index1000.html,-122.1633,37.7641,NA,sfbay,3957
37.322233+-121.99997,3483.0,5256.0,58.05,87.6,cupertino,Gated Community Ready To Move In by June 5th!!,2195.0,1.0,4477932411.0,2014-05-19,http://sfbay.craigslist.org/sby/apa/4477932411.html,690.0,http://sfbay.craigslist.org/apa/index2800.html,-121.99997,37.322233,3.181159420289855,sfbay,3035
38.341925+-122.70499,3721.0,6007.0,62.016666666666666,100.11666666666666,rohnert pk / cotati,Located near shopping and the freeway,1349.0,1.0,4526857302.0,2014-06-18,http://sfbay.craigslist.org/nby/apa/4526857302.html,610.0,http://sfbay.craigslist.org/apa/index2100.html,-122.70499,38.341925,2.2114754098360656,sfbay,3036
38.467434+-122.748764,4133.0,6588.0,68.88333333333334,109.8,santa rosa,"Gorgeously Updated 2x2 - Designer Appliances, Counters & Paint",2092.0,2.0,4520401142.0,2014-06-14,http://sfbay.craigslist.org/nby/apa/4520401142.html,921.0,http://sfbay.craigslist.org/apa/index1800.html,-122.748764,38.467434,2.271444082519001,sfbay,3037
37.758162+-122.462819,1403.0,2949.0,23.383333333333333,49.15,inner sunset / UCSF,Great neighborhood for dining and recreating,2496.0,NA,4516015291.0,2014-06-16,http://sfbay.craigslist.org/sfc/apa/4516015291.html,NA,http://sfbay.craigslist.org/apa/index800.html,-122.462819,37.758162,NA,sfbay,3038
37.348741+-121.99317,3701.0,5683.0,61.68333333333333,94.71666666666667,santa clara,"Just In Time For Summer! Pre Lease Now, Ready To Call Home 6/24!",1884.0,1.0,4469134519.0,2014-05-13,http://sfbay.craigslist.org/sby/apa/4469134519.html,664.0,http://sfbay.craigslist.org/apa/index300.html,-121.99317,37.348741,2.8373493975903616,sfbay,3039
37.348741+-121.99317,3701.0,5683.0,61.68333333333333,94.71666666666667,santa clara,Do You Plan Ahead!?! Top Floor 3bd. 2ba. Full Size W/D & HDTV!!!,3330.0,3.0,4530127704.0,2014-06-20,http://sfbay.craigslist.org/sby/apa/4530127704.html,1270.0,http://sfbay.craigslist.org/apa/index2800.html,-121.99317,37.348741,2.622047244094488,sfbay,3678
37.404701+-122.114588,3445.0,5364.0,57.416666666666664,89.4,mountain view,"2 BR, 1.5 Bath, Near Shopping Great Los Altos Schools! Indoor Cat",2495.0,2.0,4468183191.0,2014-05-13,http://sfbay.craigslist.org/sby/apa/4468183191.html,1044.0,http://sfbay.craigslist.org/apa/index2800.html,-122.11458799999998,37.404701,2.3898467432950192,sfbay,3040
37.745811+-122.429645,1447.0,3156.0,24.116666666666667,52.6,noe valley,"2br+/ 5 room flat - Sunny, Charming, Noe Valley GEM. Available now",4150.0,2.0,4541510096.0,2014-07-06,http://sfbay.craigslist.org/sfc/apa/4541510096.html,NA,http://sfbay.craigslist.org/apa/index1700.html,-122.429645,37.745811,NA,sfbay,3041
37.509937+-122.302479,2500.0,4340.0,41.666666666666664,72.33333333333333,belmont,GREAT APT IN BELMONT HILLS,2100.0,1.0,4478904937.0,2014-05-19,http://sfbay.craigslist.org/pen/apa/4478904937.html,800.0,http://sfbay.craigslist.org/apa/index200.html,-122.302479,37.509937,2.625,sfbay,3042
37.7974+-122.4001,368.0,994.0,6.133333333333334,16.566666666666666,financial district,"1 Bedrooms in the heart of the Financial District! Starting at $2,995!",2995.0,1.0,4518886893.0,2014-06-13,http://sfbay.craigslist.org/sfc/apa/4518886893.html,NA,http://sfbay.craigslist.org/apa/index2100.html,-122.4001,37.7974,NA,sfbay,3043
37.3066+-122.0002,3729.0,5681.0,62.15,94.68333333333334,cupertino,Welcome Home - Spacious One Bedroom Available!,1950.0,1.0,4461168634.0,2014-05-21,http://sfbay.craigslist.org/sby/apa/4461168634.html,700.0,http://sfbay.craigslist.org/apa/index1800.html,-122.0002,37.3066,2.7857142857142856,sfbay,3044
37.3066+-122.0002,3729.0,5681.0,62.15,94.68333333333334,cupertino,Tour Our Community Today & Reserve Your New Place!!,1950.0,1.0,4475307346.0,2014-05-17,http://sfbay.craigslist.org/sby/apa/4475307346.html,700.0,http://sfbay.craigslist.org/apa/index1000.html,-122.0002,37.3066,2.7857142857142856,sfbay,3179
37.3066+-122.0002,3729.0,5681.0,62.15,94.68333333333334,cupertino,Welcome Home! Two Bedroom Townhome Available June!,3100.0,2.0,4484882968.0,2014-06-14,http://sfbay.craigslist.org/sby/apa/4484882968.html,1e3,http://sfbay.craigslist.org/apa/index2300.html,-122.0002,37.3066,3.1,sfbay,3371
37.9939+-121.8089,2994.0,5415.0,49.9,90.25,pittsburg / antioch,WHY RENT WHEN YOU CAN BUY GREAT NEW PROGRAM,1600.0,3.0,4468725949.0,2014-05-27,http://sfbay.craigslist.org/eby/apa/4468725949.html,NA,http://sfbay.craigslist.org/apa/index3300.html,-121.8089,37.9939,NA,sfbay,3045
37.9939+-121.8089,2994.0,5415.0,49.9,90.25,santa rosa,"Three-Bedroom, Three-Bath Homes Available For Rent",2495.0,3.0,4558910402.0,2014-07-08,http://sfbay.craigslist.org/nby/apa/4558910402.html,NA,http://sfbay.craigslist.org/apa/index2400.html,-121.8089,37.9939,NA,sfbay,3264
37.405038+-121.956874,4483.0,8318.0,74.71666666666667,138.63333333333333,santa clara,#278 Freshly Renovated 1x1 On 2nd Floor Ready July 19th!,2178.0,1.0,4517067265.0,2014-06-12,http://sfbay.craigslist.org/sby/apa/4517067265.html,796.0,http://sfbay.craigslist.org/apa/index2900.html,-121.956874,37.405038,2.736180904522613,sfbay,3046
37.309082+-121.950388,3649.0,5622.0,60.81666666666667,93.7,san jose west,A Unique Two Bedroom Layout...Very Open and Inviting!,2285.0,2.0,4496538280.0,2014-05-30,http://sfbay.craigslist.org/sby/apa/4496538280.html,809.0,http://sfbay.craigslist.org/apa/index600.html,-121.950388,37.309082,2.8244746600741655,sfbay,3047
37.98884+-122.027249,2351.0,4378.0,39.18333333333333,72.96666666666667,concord / pleasant hill / martinez,1700 sq. foot - Beautiful 4 bedroom home in North Concord,2500.0,4.0,4515941157.0,2014-06-17,http://sfbay.craigslist.org/eby/apa/4515941157.html,1750.0,http://sfbay.craigslist.org/apa/index200.html,-122.027249,37.98884,1.4285714285714286,sfbay,3048
36.988607+-121.982557,5698.0,9383.0,94.96666666666667,156.38333333333333,santa cruz,Free Veteran Housing Assistance,NA,NA,4484736979.0,2014-05-30,http://sfbay.craigslist.org/scz/apa/4484736979.html,NA,http://sfbay.craigslist.org/apa/index3200.html,-121.982557,36.988607,NA,sfbay,3049
37.366541+-121.99837,3611.0,5749.0,60.18333333333333,95.81666666666666,sunnyvale,3b/1.5 Bath Apartment for Rent,2599.0,3.0,4547385838.0,2014-06-30,http://sfbay.craigslist.org/sby/apa/4547385838.html,1100.0,http://sfbay.craigslist.org/apa/index200.html,-121.99837,37.366541,2.362727272727273,sfbay,3050
37.448181+-122.155361,3306.0,5655.0,55.1,94.25,palo alto,Don't Miss- downtown palo alto : Outstanding 3bed 2bath upstairs apt.,4900.0,3.0,4534194888.0,2014-06-28,http://sfbay.craigslist.org/pen/apa/4534194888.html,1100.0,http://sfbay.craigslist.org/apa/index2300.html,-122.155361,37.448181,4.454545454545454,sfbay,3051
